Engine_speed,Vehicle_speed,Absolute_throttle_position,Calculated_LOAD_value,Acc_Longitudinal,Rate Speed,Rate Throttle,RT/RS,VS/ES
1399,46,14.9,16.1,-1.2,36,2.4,0.111431316,1.195659237
1747,46,15.3,21.2,-0.8,0,0.4,0,0.95748556
677,0,17.6,32.5,-0.2,46,2.3,0.083573487,0
678,0,20.8,61.2,0.4,0,3.2,0,0
676,0,14.1,17.3,-0.4,0,6.7,0,0
674,0,15.3,19.6,-0.5,0,1.2,0,0
673,0,14.9,21.6,-0.5,0,0.4,0,0
672,0,18.8,41.6,0.1,0,3.9,0,0
674,0,22.7,64.3,0.6,0,3.9,0,0
669,0,18.4,43.5,0.3,0,4.3,0,0
668,0,16.9,28.2,-0.1,0,1.5,0,0
670,0,17.6,35.7,0,0,0.7,0,0
669,0,18,37.3,0,0,0.4,0,0
671,0,18.8,43.5,0.1,0,0.8,0,0
673,0,18.8,44.7,0.2,0,0,0,0
672,0,14.9,22.4,-0.5,0,3.9,0,0
670,0,14.9,20,-1,0,0,0,0
672,0,14.1,20.4,-1,0,0.8,0,0
669,0,14.9,29,-1.2,0,0.8,0,0
671,0,15.3,30.2,-0.3,0,0.4,0,0
669,0,19.2,48.2,0.2,0,3.9,0,0
668,0,25.1,74.1,0.9,0,5.9,0,0
671,0,16.9,31.8,0,0,8.2,0,0
670,0,19.6,46.7,0.3,0,2.7,0,0
672,0,23.5,67.5,0.8,0,3.9,0,0
670,0,16.9,32.2,0.1,0,6.6,0,0
671,0,16.5,26.3,-0.1,0,0.4,0,0
669,0,18.4,32.5,0,0,1.9,0,0
696,0,25.1,68.6,0.8,0,6.7,0,0
1385,30,25.5,69.4,0.8,30,0.4,0.022286263,0.787659993
1177,30,17.6,34.1,0.1,0,7.9,0,0.926855642
1826,50,18.8,41.6,0.1,20,1.2,0.100288184,0.995718411
675,0,19.6,46.7,0.2,50,0.8,0.026743516,0
669,0,21.2,55.3,0.3,0,1.6,0,0
672,0,15.7,29,-0.1,0,5.5,0,0
671,0,16.5,23.9,-0.2,0,0.8,0,0
670,0,23.1,67.8,0.5,0,6.6,0,0
669,0,23.5,68.2,0.5,0,0.4,0,0
666,0,16.5,26.3,-0.1,0,7,0,0
668,0,19.6,41.2,0.1,0,3.1,0,0
666,0,21.6,52.9,0.3,0,2,0,0
671,0,18,34.9,0.1,0,3.6,0,0
665,0,20,42.4,0.1,0,2,0,0
667,0,21.6,54.9,0.3,0,1.6,0,0
669,0,21.2,52.9,0.3,0,0.4,0,0
664,0,21.2,51.8,0.3,0,0,0,0
668,0,21.2,50.2,0.2,0,0,0,0
667,0,18.4,38.8,0.3,0,2.8,0,0
665,0,20.8,55.3,0.2,0,2.4,0,0
665,0,14.1,17.6,-0.3,0,6.7,0,0
665,0,15.3,20,-0.4,0,1.2,0,0
668,0,15.3,21.2,-0.3,0,0,0,0
664,0,16.5,27.5,-0.1,0,1.2,0,0
668,0,16.1,28.2,-0.1,0,0.4,0,0
668,0,17.3,33.7,-0.1,0,1.2,0,0
665,0,18,43.1,0,0,0.7,0,0
668,0,18.4,47.1,0.1,0,0.4,0,0
666,0,18.4,46.7,0.1,0,0,0,0
666,0,20.4,59.2,0.2,0,2,0,0
666,0,23.9,77.6,0.3,0,3.5,0,0
666,0,24.3,77.6,0.3,0,0.4,0,0
666,0,22,69,0.3,0,2.3,0,0
669,0,16.5,32.5,-0.1,0,5.5,0,0
669,0,14.1,20.8,-0.3,0,2.4,0,0
664,0,16.5,27.8,-0.1,0,2.4,0,0
669,0,15.7,30.2,-0.1,0,0.8,0,0
666,0,14.5,21.2,-1,0,1.2,0,0
670,0,14.5,27.1,-0.6,0,0,0,0
670,0,14.1,26.7,-0.5,0,0.4,0,0
668,0,14.1,25.1,-0.6,0,0,0,0
668,0,14.1,26.7,-0.4,0,0,0,0
666,0,14.1,27.8,-0.9,0,0,0,0
667,0,14.5,30.6,-0.9,0,0.4,0,0
666,0,14.9,31.8,-0.8,0,0.4,0,0
667,0,14.9,29.4,-0.7,0,0,0,0
665,0,14.9,31,-0.7,0,0,0,0
668,0,15.3,36.9,-1,0,0.4,0,0
667,0,15.7,45.1,-0.6,0,0.4,0,0
666,0,15.3,47.1,-1.4,0,0.4,0,0
668,0,15.3,49,-0.7,0,0,0,0
667,0,14.9,49,0,0,0.4,0,0
667,0,14.9,49.8,0,0,0,0,0
669,0,14.9,49.4,0,0,0,0,0
667,0,14.9,49.4,0,0,0,0,0
672,0,14.9,49.4,0,0,0,0,0
665,0,14.9,49.8,0,0,0,0,0
666,0,14.9,49.4,0,0,0,0,0
668,0,14.9,49.4,0,0,0,0,0
667,0,14.9,50.2,0,0,0,0,0
668,0,14.9,49.8,0,0,0,0,0
668,0,14.9,50.2,0,0,0,0,0
670,0,14.9,50.2,0,0,0,0,0
667,0,14.9,50.6,0,0,0,0,0
669,0,14.9,50.6,0,0,0,0,0
667,0,14.9,50.6,0,0,0,0,0
667,0,14.9,51,0,0,0,0,0
671,0,14.9,51,0,0,0,0,0
665,0,14.9,51.4,0,0,0,0,0
667,0,14.9,51,0,0,0,0,0
669,0,14.9,51.4,0,0,0,0,0
668,0,14.9,51.4,0,0,0,0,0
670,0,14.9,51.4,0,0,0,0,0
668,0,14.9,51.4,0,0,0,0,0
668,0,14.9,51,0,0,0,0,0
666,0,14.9,51.8,0,0,0,0,0
671,0,14.9,51.8,0,0,0,0,0
666,0,14.9,51.8,0,0,0,0,0
674,0,14.9,51.4,0,0,0,0,0
666,0,14.9,51.4,0,0,0,0,0
667,0,14.9,51.4,0,0,0,0,0
803,0,14.9,51.4,0,0,0,0,0
1623,46,14.9,51.4,0,46,0,0,1.030639108
761,2,14.9,51.4,0,44,0,0,0.095568032
673,0,14.9,51.8,0,2,0,0,0
671,0,14.9,52.2,0,0,0,0,0
668,0,14.9,51.8,0,0,0,0,0
674,0,14.9,51.4,0,0,0,0,0
670,0,14.9,51.4,0,0,0,0,0
671,0,14.9,51.8,0,0,0,0,0
672,0,18.4,62.4,0.9,0,3.5,0,0
668,0,27.5,79.6,2.7,0,9.1,0,0
670,0,25.1,66.3,1.6,0,2.4,0,0
665,0,25.5,68.2,1.3,0,0.4,0,0
669,0,31.8,82.7,1.4,0,6.3,0,0
670,0,30.6,75.7,1.2,0,1.2,0,0
669,0,29.4,78.8,0.8,0,1.2,0,0
670,0,43.5,91,1,0,14.1,0,0
668,0,40,89,0.9,0,3.5,0,0
670,0,29,78.8,0.6,0,11,0,0
669,0,24.3,67.8,0.5,0,4.7,0,0
671,0,19.2,45.5,0.1,0,5.1,0,0
691,0,15.3,21.6,-0.2,0,3.9,0,0
1815,51,20.8,52.9,0.1,51,5.5,0.180256541,1.021788129
1887,52,27.8,80.8,0.4,1,7,11.70028818,1.00207159
1848,52,28.2,81.2,0.3,0,0.4,0,1.023219205
1790,52,14.1,22.7,-0.3,0,14.1,0,1.056373794
1868,50,14.9,18.8,-0.9,2,0.8,0.668587896,0.973330738
1585,45,14.5,19.6,-1.4,5,0.4,0.133717579,1.03240608
1600,44,13.7,18,-0.6,1,0.8,1.337175793,1
1763,44,14.9,29,-0.4,0,1.2,0,0.907543959
737,0,14.5,28.6,-0.5,44,0.4,0.015195179,0
779,0,14.1,25.9,-0.5,0,0.4,0,0
667,0,14.5,27.5,-0.5,0,0.4,0,0
667,0,14.1,28.2,-0.3,0,0.4,0,0
668,0,18.4,47.8,0,0,4.3,0,0
671,0,25.9,73.7,0.8,0,7.5,0,0
667,0,28.6,79.2,0.8,0,2.7,0,0
667,0,24.7,67.1,0.6,0,3.9,0,0
669,0,14.1,17.3,-0.4,0,10.6,0,0
668,0,15.3,20,-0.5,0,1.2,0,0
670,0,17.3,31.4,-0.1,0,2,0,0
757,0,16.9,36.5,0,0,0.4,0,0
1706,26,13.7,17.3,-0.4,26,3.2,0.205719353,0.554193755
1575,26,14.1,17.6,-0.9,0,0.4,0,0.6002886
1480,20,14.5,23.5,-0.8,6,0.4,0.111431316,0.491400491
1791,25,14.5,27.5,-0.8,5,0,0,0.507588447
1855,26,15.3,28.6,-0.5,1,0.8,1.337175793,0.509679
1722,26,15.3,27.8,-0.7,0,0,0,0.549044451
2146,26,14.9,29.4,-0.5,0,0.4,0,0.440565958
2503,67,15.3,34.1,-0.8,41,0.4,0.016307022,0.973377402
2445,61,15.3,40.8,-0.5,6,0,0,0.907231827
2130,61,15.7,44.3,-0.7,0,0.4,0,1.041399915
2111,61,15.3,46.3,-0.9,0,0.4,0,1.050773007
2141,61,14.9,42.7,-0.4,0,0.4,0,1.036049425
2367,61,15.3,44.7,-0.9,0,0.4,0,0.937127933
2081,61,15.3,48.2,-0.5,0,0,0,1.065921104
2203,64,14.9,47.8,0,3,0.4,0.222862632,1.05641068
2203,64,14.9,48.2,0,0,0,0,1.05641068
1779,62,14.9,47.8,0,2,0,0,1.267310542
1769,62,14.9,47.5,0,0,0,0,1.274474536
2147,62,14.9,47.8,0,0,0,0,1.050091036
1902,62,14.9,47.8,0,0,0,0,1.185355129
2175,62,14.9,48.2,0,0,0,0,1.036572623
2244,62,14.9,48.2,0,0,0,0,1.0046994
2268,64,14.9,48.6,0,2,0,0,1.026134359
2264,64,14.9,48.6,0,0,0,0,1.027947318
2288,64,14.9,48.6,0,0,0,0,1.017164654
2290,64,14.9,49,0,0,0,0,1.0162763
2192,63,14.9,48.6,0,1,0,0,1.04512276
2187,63,14.9,48.6,0,0,0,0,1.047512159
2449,64,14.9,49.4,0,1,0,0,0.950295111
2326,64,14.9,49,0,0,0,0,1.000547174
2236,64,14.9,49.8,0,0,0,0,1.040819645
2273,64,14.9,49,0,0,0,0,1.023877135
2294,64,14.9,49.4,0,0,0,0,1.01450424
2389,65,14.9,49.4,0,1,0,0,0.989383158
2275,65,14.9,50.2,0,0,0,0,1.038961039
2344,65,14.9,50.2,0.3,0,0,0,1.008377288
1784,64,16.9,56.9,0.7,1,2,3.342939481,1.304525071
2095,64,16.5,47.8,1,0,0.4,0,1.110870037
1852,68,15.7,38.4,0,4,0.8,0.334293948,1.335165914
1810,68,20.4,60.8,1.1,0,4.7,0,1.366147664
1781,70,25.5,69.4,1.8,2,5.1,4.262247839,1.429227707
1783,23,23.1,59.6,1.2,47,2.4,0.085351646,0.469076633
1542,22,16.1,27.8,0.1,1,7,11.70028818,0.518806744
1432,22,19.2,47.8,0.3,0,3.1,0,0.558659218
1880,28,33.7,85.1,1,6,14.5,4.039385207,0.541586074
1964,28,28.2,71,0.7,0,5.5,0,0.518422514
1551,31,16.9,28.6,0,3,11.3,6.295869356,0.726803822
1450,21,23.1,63.1,0.6,10,6.2,1.036311239,0.526645768
1429,21,27.5,76.9,0.9,0,4.4,0,0.534385139
1552,22,22.7,59.2,0.6,1,4.8,8.023054755,0.515463918
1102,9,17.3,33.3,0.1,13,5.4,0.694302815,0.296980696
886,10,19.2,45.1,0.1,1,1.9,3.175792507,0.41042479
851,10,22.4,70.6,0.5,0,3.2,0,0.427304775
1476,16,20,58.4,0.4,6,2.4,0.668587896,0.39418576
1689,27,23.5,74.1,0.5,11,3.5,0.531831281,0.581301469
1382,25,22,65.9,0.4,2,1.5,1.253602305,0.657808183
1560,25,14.1,19.6,-0.3,0,7.9,0,0.582750583
1778,25,15.3,18.4,-0.8,0,1.2,0,0.511299724
1426,24,15.3,20.4,-0.7,1,0,0,0.61201071
1341,23,16.5,25.5,-0.2,1,1.2,2.005763689,0.62368653
1291,22,18.4,41.6,0.1,1,1.9,3.175792507,0.619674671
1200,22,19.2,48.2,0.2,0,0.8,0,0.666666667
1168,21,24.3,69.8,0.5,1,5.1,8.524495677,0.653798257
1156,21,29.4,80,0.7,0,5.1,0,0.66058509
1040,18,25.1,69.8,0.6,3,4.3,2.395773295,0.629370629
1212,19,18,39.2,0.1,1,7.1,11.86743516,0.570057006
1299,19,18.8,33.7,-0.1,0,0.8,0,0.531877668
1130,19,20,44.7,0.1,0,1.2,0,0.611423974
1085,19,17.6,38,0.1,0,2.4,0,0.636782572
1078,19,20,40.8,0,0,2.4,0,0.640917524
1337,19,24.7,68.2,0.5,0,4.7,0,0.516760726
1459,22,24.3,67.8,0.5,3,0.4,0.222862632,0.548320768
1293,22,18.4,39.6,0.1,0,5.9,0,0.618716164
1354,22,23.5,67.1,0.3,0,5.1,0,0.59084195
1386,22,26.3,74.5,0.5,0,2.8,0,0.577200577
1313,22,27.1,76.1,0.5,0,0.8,0,0.609291698
1196,22,29.4,81.2,0.5,0,2.3,0,0.668896321
1323,22,60,89.8,0.7,0,30.6,0,0.604686319
1274,22,83.5,89.8,0.7,0,23.5,0,0.627943485
1075,19,83.9,89.8,0.7,3,0.4,0.222862632,0.642706131
1012,13,83.5,89.4,0.7,6,0.4,0.111431316,0.467121811
970,13,83.9,89,0.7,0,0.4,0,0.487347704
1218,17,83.9,89,0.7,4,0,0,0.507538439
1700,32,83.9,89,0.7,15,0,0,0.684491979
1586,32,40.8,62.4,-0.1,0,43.1,0,0.733692537
1723,32,21.6,57.6,0.2,0,19.2,0,0.675354825
1580,31,25.9,72.9,0.5,1,4.3,7.187319885,0.713463751
1552,31,26.7,74.9,0.5,0,0.8,0,0.72633552
1645,31,26.3,74.5,0.5,0,0.4,0,0.685272175
1578,31,27.1,76.5,0.5,0,0.8,0,0.714368015
1688,32,32.5,85.1,0.5,1,5.4,9.025936599,0.689358035
1789,37,22,51,0.2,5,10.5,3.510086455,0.752070735
1823,38,13.7,17.6,-0.3,1,8.3,13.87319885,0.757991323
1816,38,16.5,26.3,-0.2,0,2.8,0,0.760913096
1846,38,19.2,46.3,0.1,0,2.7,0,0.748547227
1880,38,18.8,43.9,0,0,0.4,0,0.735009671
2057,38,21.2,60,0.2,0,2.4,0,0.671763822
1693,35,24.3,75.7,0.3,3,3.1,1.727185399,0.751758578
1926,36,25.9,79.2,0.3,1,1.6,2.674351585,0.679694138
1870,36,25.5,78.8,0.3,0,0.4,0,0.700048614
1831,36,25.5,79.2,0.3,0,0,0,0.714959535
1719,35,28.2,83.9,0.3,1,2.7,4.5129683,0.740388175
1912,35,33.7,88.6,0.4,0,5.5,0,0.665652339
1974,38,47.5,92.5,0.4,3,13.8,7.688760807,0.700009211
1968,38,29.4,80.4,0.3,0,18.1,0,0.702143385
1954,38,23.5,66.7,0.2,0,5.9,0,0.707174095
1907,42,22.4,61.2,0.2,4,1.1,0.459654179,0.800877151
2014,44,23.5,66.7,0.3,2,1.1,0.919308357,0.794438928
2051,47,23.5,67.5,0.3,3,0,0,0.833296396
2216,47,22.4,62.4,0.2,0,1.1,0,0.77125041
1924,47,22.7,63.5,0.2,0,0.3,0,0.888300888
2144,62,22.7,64.3,0.2,15,0,0,1.05156038
2077,61,19.6,44.7,0,1,3.1,5.181556196,1.067973913
2135,61,20.4,47.1,0,0,0.8,0,1.038961039
2120,61,21.2,53.3,0.1,0,0.8,0,1.046312178
2209,61,19.6,46.7,0,0,1.6,0,1.00415655
2268,63,20.4,45.5,0,2,0.8,0.668587896,1.01010101
2205,63,21.2,53.7,0.1,0,0.8,0,1.038961039
2208,63,20.4,48.2,0,0,0.8,0,1.037549407
2210,63,20.4,46.7,0,0,0,0,1.036610448
2270,63,21.2,51.8,0.1,0,0.8,0,1.009211053
1997,55,20,45.1,0,8,1.2,0.250720461,1.001502253
1896,55,16.1,22.4,-0.3,0,3.9,0,1.054852321
1842,53,16.9,22.4,-0.3,2,0.8,0.668587896,1.046293554
1847,52,21.2,53.3,0.1,1,4.3,7.187319885,1.023773195
1981,55,21.6,54.1,0.1,3,0.4,0.222862632,1.009591116
1959,56,21.2,53.3,0.1,1,0.4,0.668587896,1.039491392
1948,56,20.4,49.4,0.1,0,0.8,0,1.04536121
1994,57,18,33.3,-0.1,1,2.4,4.011527378,1.039482083
2018,57,18.8,36.5,-0.1,0,0.8,0,1.02711956
1988,57,20.4,45.9,0,0,1.6,0,1.042619352
2027,58,21.2,52.9,0.1,1,0.8,1.337175793,1.040498722
1895,55,21.6,53.3,0.1,3,0.4,0.222862632,1.055408971
1934,54,20.8,50.6,0.1,1,0.8,1.337175793,1.01532387
1912,54,20.8,48.6,0.1,0,0,0,1.027006466
1782,54,22,56.5,0.1,0,1.2,0,1.101928375
1761,49,16.9,29.8,-0.2,5,5.1,1.704899135,1.011821795
1599,46,17.6,30.6,-0.2,3,0.7,0.390009606,1.046108363
1729,47,23.1,62.7,0.1,1,5.5,9.193083573,0.988485199
1536,43,25.9,76.5,0.2,4,2.8,1.170028818,1.017992424
2131,62,23.1,69.8,0.1,19,2.8,0.246321857,1.057975342
2127,62,14.5,20.4,-0.3,0,8.6,0,1.059964953
2151,62,16.9,26.3,-0.2,0,2.4,0,1.048138287
2128,62,19.6,46.3,0,0,2.7,0,1.059466849
2129,62,20.4,56.9,0.1,0,0.8,0,1.058969213
2111,62,20.4,56.9,0.1,0,0,0,1.067998794
2161,62,20.4,57.6,0.1,0,0,0,1.04328804
1926,73,19.6,53.7,0,11,0.8,0.121561436,1.378268668
1913,73,18,38.8,-0.1,0,1.6,0,1.387634843
1915,73,21.2,62.4,0.1,0,3.2,0,1.386185616
1888,72,21.2,63.1,0.1,1,0,0,1.386748844
1789,67,21.6,63.5,0.1,5,0.4,0.133717579,1.361857818
1778,67,22,66.7,0.1,0,0.4,0,1.37028326
1631,62,20.8,60.8,0.1,5,1.2,0.401152738,1.382308678
1653,62,20.8,58.8,0,0,0,0,1.363911346
1824,67,23.1,72.2,0.1,5,2.3,0.768876081,1.335725678
1846,68,15.3,29.4,-0.3,1,7.8,13.03746398,1.339505565
1764,68,15.7,19.6,-0.3,0,0.4,0,1.40177283
1632,61,19.6,43.5,-0.1,7,3.9,0.931247427,1.359180036
1700,61,22.7,67.1,0.1,0,3.1,0,1.304812834
1483,61,22.4,68.2,0.1,0,0.3,0,1.495739594
1332,61,15.3,25.1,-0.3,0,7.1,0,1.665301665
2021,55,16.5,25.1,-0.2,6,1.2,0.334293948,0.989609104
1882,55,16.9,29.8,-0.2,0,0.4,0,1.062699256
1894,55,17.3,32.2,-0.2,0,0.4,0,1.055966209
1905,55,16.5,30.6,-0.2,0,0.8,0,1.049868766
1840,53,14.5,17.6,-0.5,2,2,1.671469741,1.04743083
1912,53,15.3,21.6,-0.4,0,0.8,0,1.007987828
1948,53,16.1,24.3,-0.3,0,0.8,0,0.989359716
1925,55,16.9,28.6,-0.2,2,0.8,0.668587896,1.038961039
1959,55,18.4,40,-0.1,0,1.5,0,1.020929045
1876,54,25.5,79.2,0.1,1,7.1,11.86743516,1.04671448
1871,54,25.9,80.8,0.1,0,0.4,0,1.049511686
1865,54,25.1,78.4,0.1,0,0.8,0,1.052888131
1859,54,24.3,76.9,0.1,0,0.8,0,1.056286371
1873,54,24.3,76.9,0.1,0,0,0,1.048391011
1850,54,24.3,76.9,0.1,0,0,0,1.061425061
1946,54,24.7,77.6,0.2,0,0.4,0,1.00906288
1873,53,27.8,83.5,0.2,1,3.1,5.181556196,1.028976363
1937,56,35.3,89.4,0.2,3,7.5,4.178674352,1.051297696
1942,56,47.1,92.9,0.2,0,11.8,0,1.048590956
1932,56,46.7,92.5,0.2,0,0.4,0,1.054018445
1937,56,46.3,92.5,0.2,0,0.4,0,1.051297696
1976,56,45.5,92.5,0.2,0,0.8,0,1.030548399
1949,56,44.7,92.2,0.2,0,0.8,0,1.044824852
1571,47,44.3,92.2,0.2,9,0.4,0.074287544,1.087900006
1500,44,43.5,92.2,0.2,3,0.8,0.445725264,1.066666667
843,26,41.2,91.8,0.2,18,2.3,0.213576689,1.121535641
664,0,34.5,87.8,0.2,26,6.7,0.430724895,0
662,0,29,83.9,0.2,0,5.5,0,0
665,0,29,84.3,0.2,0,0,0,0
1638,29,28.6,83.5,0.2,29,0.4,0.023054755,0.643800644
1636,29,28.6,83.1,0.2,0,0,0,0.644587686
1632,29,28.6,82.7,0.2,0,0,0,0.646167558
1859,29,20,50.6,-0.1,0,8.6,0,0.567264903
1874,29,20,45.9,-0.1,0,0,0,0.562724362
1417,8,23.5,67.5,0.1,21,3.5,0.27857829,0.205299288
832,5,25.1,73.7,0.2,3,1.6,0.891450528,0.218531469
1073,9,25.1,74.5,0.1,4,0,0,0.305007202
896,9,24.3,72.9,0.1,0,0.8,0,0.36525974
1258,9,19.2,46.7,-0.1,0,5.1,0,0.260153201
1443,14,18.8,43.5,-0.1,5,0.4,0.133717579,0.352800353
1803,37,19.6,49.8,0,23,0.8,0.058138078,0.746231029
1552,34,15.7,29,-0.3,3,3.9,2.172910663,0.796626054
668,0,19.2,40.4,-0.1,34,3.5,0.172063062,0
664,0,22,64.3,0.1,0,2.8,0,0
664,0,22,64.3,0.1,0,0,0,0
663,0,21.6,63.1,0.1,0,0.4,0,0
665,0,21.6,64.3,0.1,0,0,0,0
667,0,15.3,29,-0.2,0,6.3,0,0
663,0,15.3,20.4,-0.3,0,0,0,0
669,0,20.8,53.7,0,0,5.5,0,0
668,0,24.7,73.7,0.2,0,3.9,0,0
664,0,25.5,78,0.2,0,0.8,0,0
666,0,27.1,77.3,0.2,0,1.6,0,0
666,0,28.2,79.2,0.3,0,1.1,0,0
669,0,29.8,82.4,0.2,0,1.6,0,0
666,0,32.5,85.1,0.3,0,2.7,0,0
664,0,52.5,88.6,0.4,0,20,0,0
666,0,22.7,46.7,0,0,29.8,0,0
670,0,14.1,18,-0.3,0,8.6,0,0
667,0,14.5,21.2,-0.3,0,0.4,0,0
667,0,18.8,37.6,-0.2,0,4.3,0,0
668,0,23.1,62,0.2,0,4.3,0,0
671,0,23.9,66.3,0.3,0,0.8,0,0
674,0,23.9,68.6,0.3,0,0,0,0
673,0,25.1,71.4,0.3,0,1.2,0,0
675,0,25.5,72.9,0.4,0,0.4,0,0
672,0,25.5,72.5,0.3,0,0,0,0
672,0,24.7,70.2,0.3,0,0.8,0,0
671,0,25.9,72.9,0.4,0,1.2,0,0
668,0,23.9,66.7,0.3,0,2,0,0
684,0,22,58,0.2,0,1.9,0,0
735,0,22.4,60.4,0.2,0,0.4,0,0
1520,31,22.7,63.5,0.3,31,0.3,0.016175514,0.741626794
1472,31,16.9,34.9,0,0,5.8,0,0.765810277
1438,31,19.2,42,0,0,2.3,0,0.783917057
1911,40,19.6,48.6,0.1,9,0.4,0.074287544,0.761143618
1881,38,18.4,38.4,0,2,1.2,1.002881844,0.734618916
1840,39,23.9,67.1,0.3,1,5.5,9.193083573,0.770750988
1539,43,20.8,54.9,0.2,4,3.1,1.295389049,1.016008034
1496,43,13.7,16.1,-0.3,0,7.1,0,1.045211473
1617,43,14.1,18.8,-0.3,0,0.4,0,0.96699837
1546,44,18.4,38.8,-0.1,1,4.3,7.187319885,1.034928849
1536,44,26.7,74.1,0.5,0,8.3,0,1.041666667
1609,44,20,51,0.2,0,6.7,0,0.994406464
1508,44,29,73.3,0.4,0,9,0,1.061007958
2049,42,77.3,89.4,0.7,2,48.3,40.36599424,0.745374684
2096,42,83.9,90.2,0.7,0,6.6,0,0.728660652
2040,42,83.9,90.6,0.7,0,0,0,0.748663102
2044,42,83.9,90.6,0.7,0,0,0,0.747198007
662,0,83.9,91.4,0.6,42,0,0,0
664,0,83.9,92.2,0.6,0,0,0,0
666,0,83.9,92.5,0.6,0,0,0,0
669,0,83.9,93.3,0.6,0,0,0,0
666,0,79.2,93.3,0.6,0,4.7,0,0
667,0,25.1,67.8,0.3,0,54.1,0,0
668,0,22.4,60.4,0.2,0,2.7,0,0
669,0,25.5,72.9,0.3,0,3.1,0,0
668,0,25.5,72.9,0.3,0,0,0,0
670,0,15.7,25.1,-0.2,0,9.8,0,0
671,0,15.7,20,-0.2,0,0,0,0
670,0,14.1,16.1,-0.3,0,1.6,0,0
671,0,15.7,19.2,-0.3,0,1.6,0,0
669,0,18.8,39.2,0,0,3.1,0,0
670,0,21.6,56.1,0.2,0,2.8,0,0
669,0,21.2,61.6,0.2,0,0.4,0,0
666,0,21.2,54.5,0.2,0,0,0,0
670,0,21.6,54.9,0.2,0,0.4,0,0
667,0,21.6,55.3,0.2,0,0,0,0
668,0,21.6,57.6,0.2,0,0,0,0
668,0,22.4,60.8,0.3,0,0.8,0,0
671,0,22.4,61.2,0.3,0,0,0,0
670,0,22.4,63.9,0.3,0,0,0,0
670,0,18.4,46.7,0.1,0,4,0,0
670,0,14.5,15.7,-0.4,0,3.9,0,0
668,0,16.9,25.9,-0.2,0,2.4,0,0
670,0,16.9,33.7,-0.1,0,0,0,0
707,0,14.5,15.7,-0.4,0,2.4,0,0
1715,34,15.7,21.2,-0.5,34,1.2,0.05899305,0.720911741
1708,35,15.7,22.7,-0.2,1,0,0,0.745156483
1648,35,16.5,26.3,-0.2,0,0.8,0,0.772285966
1422,25,18,36.1,0,10,1.5,0.250720461,0.639304437
1597,29,18.8,43.9,0,4,0.8,0.334293948,0.660329026
1502,28,19.6,49.4,0.1,1,0.8,1.337175793,0.677884033
1733,28,20,54.1,0.1,0,0.4,0,0.587525573
1405,28,21.2,60.8,0.2,0,1.2,0,0.724684568
1634,17,22.7,67.5,0.3,11,1.5,0.227927692,0.378324246
1760,17,16.9,35.7,-0.1,0,5.8,0,0.351239669
1408,21,19.6,43.9,0,4,2.7,1.128242075,0.542355372
1299,21,20,51,-0.1,0,0.4,0,0.587864791
1416,21,15.3,18.4,-0.3,0,4.7,0,0.539291217
1604,28,18,31,-0.1,7,2.7,0.644709757,0.634776695
1561,28,21.6,54.9,0.2,0,3.6,0,0.652262536
1797,28,22,57.3,0.2,0,0.4,0,0.5666009
667,0,18.4,38.4,0,28,3.6,0.214903252,0
664,0,21.6,52.5,0.1,0,3.2,0,0
662,0,21.2,54.5,0.2,0,0.4,0,0
693,0,21.2,53.3,0.1,0,0,0,0
671,0,21.2,52.9,0.1,0,0,0,0
666,0,21.2,52.9,0.1,0,0,0,0
665,0,21.2,52.5,0.1,0,0,0,0
664,0,18.4,41.2,0,0,2.8,0,0
665,0,14.9,16.1,-0.3,0,3.5,0,0
665,0,16.5,18.8,-0.3,0,1.6,0,0
666,0,20.8,46.3,0,0,4.3,0,0
664,0,21.2,51.8,0.1,0,0.4,0,0
662,0,21.2,50.6,0.1,0,0,0,0
665,0,16.1,24.7,-0.2,0,5.1,0,0
668,0,18.8,32.5,-0.1,0,2.7,0,0
667,0,22.4,55.7,0.2,0,3.6,0,0
666,0,22.7,56.9,0.2,0,0.3,0,0
668,0,22.7,56.1,0.2,0,0,0,0
663,0,17.3,29.4,-0.1,0,5.4,0,0
666,0,14.9,18.8,-0.3,0,2.4,0,0
668,0,16.9,25.5,-0.2,0,2,0,0
672,0,20.8,50.6,0,0,3.9,0,0
670,0,22.4,63.5,0.2,0,1.6,0,0
670,0,21.6,62.4,0.1,0,0.8,0,0
666,0,17.3,39.2,-0.1,0,4.3,0,0
667,0,15.7,21.2,-0.2,0,1.6,0,0
667,0,17.3,29,-0.2,0,1.6,0,0
667,0,19.2,45.1,0,0,1.9,0,0
664,0,19.2,47.5,0,0,0,0,0
668,0,19.2,47.1,0,0,0,0,0
702,0,19.2,46.7,0,0,0,0,0
684,0,18.4,44.7,0,0,0.8,0,0
667,0,15.3,21.6,-0.2,0,3.1,0,0
664,0,18,34.9,-0.1,0,2.7,0,0
668,0,21.2,59.6,0.1,0,3.2,0,0
668,0,15.3,28.2,-0.2,0,5.9,0,0
665,0,19.2,37.6,-0.1,0,3.9,0,0
665,0,23.1,67.8,0.2,0,3.9,0,0
667,0,19.6,51,0,0,3.5,0,0
667,0,16.9,27.8,-0.2,0,2.7,0,0
668,0,19.2,44.7,0,0,2.3,0,0
669,0,18.4,43.5,0,0,0.8,0,0
671,0,14.5,16.5,-0.4,0,3.9,0,0
665,0,15.7,20,-0.4,0,1.2,0,0
667,0,15.7,20.8,-0.3,0,0,0,0
